file	scene	idx	ua
resg00_01.ks	*wsl	10	Кладу великий палець на кнопку «надіслати».
resg00_01.ks	*wsl	11	І
resg00_01.ks	*wsl	12	легенько
resg00_01.ks	*wsl	13	натискаю —
resg00_01.ks	*wsl	14	лист іде…
resg00_01.ks	*wsl	15	…!
resg00_01.ks	*wsl	16	Що це… за відчуття було щойно?..
resg00_01.ks	*wsl	17	Ні, не про це зараз…!
resg00_01.ks	*wsl	18	Зникли…
resg00_01.ks	*wsl	19	Літні канікули.
resg00_01.ks	*wsl	20	12:54.
resg00_01.ks	*wsl	21	Акіхабара.
resg00_01.ks	*wsl	22	Чюо-дорі, три хвилини пішки від станції.
resg00_01.ks	*wsl	23	Звідти —
resg00_01.ks	*wsl	24	за одну мить —
resg00_01.ks	*wsl	25	сотні перехожих —
resg00_01.ks	*wsl	26	з мого поля зору —
resg00_01.ks	*wsl	27	усі разом —
resg00_01.ks	*wsl	28	зникли.
resg00_01.ks	*wsl	29	Це сон? Чи мені ввижається?
resg00_01.ks	*wsl	30	Не знаю.
resg00_01.ks	*wsl	31	Але вони зникли.
resg00_01.ks	*wsl	32	Я бачив це на власні очі.
resg00_01.ks	*wsl	33	Онімілий, приголомшений, я стою сам-один посеред спорожнілої Акіхабари.
resg00_01.ks	*wsl	34	Гарячково озираюся — нікого.\nМаюрі теж нема.
resg00_01.ks	*wsl	35	Біжу денною Акіхабарою, шукаючи бодай когось.
resg00_01.ks	*wsl	36	Я зовсім не розумію, що відбувається.
resg00_01.ks	*wsl	37	У голові каша; раптом відчуваю щось чужорідне — і підводжу очі.
resg00_01.ks	*wsl	38	У будівлю Радікану —
resg00_01.ks	*wsl	39	десь на рівні восьмого поверху, де я щойно був, —
resg00_01.ks	*wsl	40	врізався супутник.
resg01_01.ks	*start	0	Агов, ти там. Ти нас бачиш?
resg01_01.ks	*start	1	…Чого мовчиш? Я до тебе звертаюся. Так, до тебе — по той бік монітора.
resg01_01.ks	*start	2	Хмф. Ну й пика в тебе дурнувата. Нудний ти тип.
resg01_01.ks	*start	3	З твого боку, мабуть, здається, ніби це ми сидимо всередині екрана.
resg01_01.ks	*start	4	Кхе-хе-хе… Але ти глибоко помиляєшся.
resg01_01.ks	*start	5	Бо всередині екрана — саме ти.
resg01_01.ks	*start	6	Світ, який ти вважаєш реальним, насправді — суцільна вигадка. І ти сам, звісно, теж.
resg01_01.ks	*start	7	Справжня реальність — ось вона, по цей бік.
resg01_01.ks	*start	8	Ти навіть не розумієш, на що тобі вказують? Воно й не дивно.
resg01_01.ks	*start	9	Та нехай. Гаразд, розтлумачу тобі, хто ми такі, — так просто, що навіть ти втямиш.
resg01_01.ks	*start	10	Почнімо з того, де ми перебуваємо.
resg01_01.ks	*start	11	Це Токіо, Акіхабара. Лабораторія Гаджетів Майбутнього.
resg01_01.ks	*start	12	Між собою ми звемо її просто «лаба».
resg01_01.ks	*start	13	Цитадель моїх амбіцій — звідси я перекрою всю структуру світового панування.
resg01_01.ks	*start	14	Он як. Але погане робити не можна, Окаріне.
resg01_01.ks	*start	15	Маюрі, помовч трохи.
resg01_01.ks	*start	16	Від станції — по Чюо-дорі; на перехресті біля Суехірочьо повертаєш ліворуч, на Курамаебаші-дорі.
resg01_01.ks	*start	17	Перед наступним світлофором пірнаєш у провулок — і ось вона, будівля Охіяма, старезна й обшарпана.
resg01_01.ks	*start	18	На її другому поверсі й отаборилася наша лаба.
resg01_01.ks	*start	19	Орієнтир — «Майстерня Трубки Брауна», крамничка на першому поверсі, і то для зовсім уже фанатів.
resg01_01.ks	*start	20	Вона й досі торгує самими лише старомодними <tips,10,ЕПТ-телевізорами>.
resg01_01.ks	*start	21	Навіть в Акіхабарі, столиці електроніки, попиту на таке, здається, нема. Глуха, занедбана крамничка.
resg01_01.ks	*start	22	Але господар «Майстерні Трубки Брауна», такий собі Тенноджі, — заразом і власник усієї будівлі.
resg01_01.ks	*start	23	Тому, хоч Акіхабару нині забудовують шаленими темпами, а ціни на землю злетіли до небес, він може спокійно тримати тут крамницю. Хоч вона — чистісінька його забаганка.
resg01_01.ks	*start	24	На моє щастя, цей господар уміє розбиратися в людях.
resg01_01.ks	*start	25	Він розгледів мою харизму — і здав мені цілий другий поверх майже задарма. Муаха-ха-ха!
resg01_01.ks	*start	26	Одначе Лабораторія Гаджетів Майбутнього потерпає від гострого браку кадрів, тож ми безперестанку набираємо в наші лави талановитих дослідників.
resg01_01.ks	*start	27	Наразі в штаті дослідників —
resg01_01.ks	*start	28	Окаріне, Окаріне, треба казати «лаборанти»! А не якісь там «дослідники».
resg01_01.ks	*start	29	…Лаборантів — тобто членів лаби — разом зі мною троє.
resg01_01.ks	*start	30	Лаборант номер 001, засновник лаби і безумний учений, навіжений до краю — я, Темний Фенікс!
resg01_01.ks	*start	31	А «Окарін» звучить миліше…
resg01_01.ks	*start	32	Далі — єдина дівчина в нашій команді, яка обожнює вбиратися в <tips,11,косплей>, лаборантка номер 002, Шіна Маюрі!
resg01_01.ks	*start	33	Туттуру♪ Це Маюші-і! Тільки не вбиратися, а шити — ось що вона любить.
resg01_01.ks	*start	34	І нарешті — наш <tips,12,супер хака>, лаборант номер 003, Хашіда Ітару.
resg01_01.ks	*start	35	Та не клич мене «супер хака». Супер хакер, <tips,13,логічно ж>.
resg01_01.ks	*start	36	Чим же займається Лабораторія Гаджетів Майбутнього — наша трійця? Відповідь проста: «винаходами».
resg01_01.ks	*start	37	Подробиці — на сайті нашої лаби.
resg01_01.ks	*start	38	Звісно, головний пріоритет — створення пристроїв для боротьби з темними силами, що правлять світом.
resg01_01.ks	*start	39	Утім, чимало винаходів — побічні продукти цих досліджень. Точніше, поки що тільки такі й виходять.
resg01_01.ks	*start	40	Ми вже створили вісім Гаджетів Майбутнього.
resg01_01.ks	*start	41	Але це лише пролог. У моїй голові — ідеї аж на сто вісім Гаджетів Майбутнього!
